Rented Bike Count,Hour,Temperature (C),Humidity (%),Wind speed (m/s),Visibility (10m),Dew point temperature (C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Holiday,Seasons_Autumn,Seasons_Spring,Seasons_Summer,Seasons_Winter,Weekday
451.0,7.0,20.9,66.0,1.4,2000.0,14.3,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
670.0,8.0,20.7,73.0,0.8,2000.0,15.6,0.3,0.2,0.0,0.0,0.0,0.0,1.0,0.0,1.0
575.0,9.0,21.1,72.0,1.0,1982.0,15.8,0.52,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
217.0,10.0,21.1,73.0,1.2,1957.0,16.0,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
186.0,11.0,20.6,82.0,1.0,2000.0,17.4,0.29,0.3,0.0,0.0,0.0,0.0,1.0,0.0,1.0
71.0,12.0,20.7,83.0,0.6,1244.0,17.7,0.32,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
99.0,13.0,20.3,87.0,1.0,771.0,18.0,0.31,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0
110.0,14.0,20.2,89.0,1.0,1854.0,18.3,0.27,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0
59.0,15.0,20.3,90.0,0.9,1356.0,18.5,0.34,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
68.0,16.0,20.2,91.0,1.2,1637.0,18.6,0.42,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
104.0,17.0,20.3,93.0,1.4,1684.0,19.1,0.32,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
140.0,18.0,20.3,93.0,1.3,1832.0,19.1,0.22,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0
68.0,19.0,20.4,94.0,1.1,1769.0,19.3,0.14,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0
48.0,20.0,20.3,95.0,0.8,1372.0,19.4,0.02,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
95.0,21.0,20.3,96.0,1.0,1007.0,19.6,0.0,1.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0
71.0,22.0,20.4,96.0,1.1,1641.0,19.7,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0
40.0,23.0,20.4,96.0,0.6,1137.0,19.7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
29.0,0.0,20.4,97.0,0.3,183.0,19.9,0.0,5.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0
39.0,1.0,20.4,97.0,0.3,193.0,19.9,0.0,8.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0
84.0,2.0,20.5,98.0,0.5,596.0,20.1,0.0,6.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0
136.0,3.0,20.6,98.0,0.8,1986.0,20.2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0
133.0,4.0,20.6,97.0,0.5,1989.0,20.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
174.0,5.0,20.6,97.0,0.6,2000.0,20.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
534.0,6.0,20.7,97.0,0.9,2000.0,20.2,0.02,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1209.0,7.0,21.1,95.0,0.4,2000.0,20.2,0.14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2017.0,8.0,21.7,89.0,0.5,2000.0,19.8,0.31,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1061.0,9.0,22.3,86.0,1.0,2000.0,19.8,0.42,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
768.0,10.0,22.6,85.0,0.9,1996.0,19.9,0.38,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
909.0,11.0,23.2,82.0,1.1,1991.0,19.9,0.47,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1035.0,12.0,24.1,80.0,0.8,2000.0,20.4,0.72,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1074.0,13.0,25.2,77.0,1.2,1951.0,20.8,1.06,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1142.0,14.0,25.5,77.0,0.8,1957.0,21.1,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1169.0,15.0,25.7,77.0,0.5,1875.0,21.3,0.48,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1462.0,16.0,26.3,74.0,0.7,1580.0,21.2,0.52,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1603.0,17.0,26.5,76.0,1.0,1400.0,21.9,0.36,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1665.0,18.0,26.2,82.0,0.4,1408.0,22.8,0.21,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
794.0,19.0,25.7,83.0,1.1,1011.0,22.5,0.08,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0
908.0,20.0,25.3,89.0,0.3,745.0,23.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1352.0,21.0,25.1,86.0,0.3,870.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
971.0,22.0,25.0,86.0,0.5,796.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
373.0,23.0,24.9,87.0,0.5,658.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
240.0,0.0,24.6,96.0,0.7,308.0,23.9,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0
240.0,1.0,24.6,96.0,0.5,443.0,23.9,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0
236.0,2.0,24.5,96.0,0.5,476.0,23.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
157.0,3.0,24.5,97.0,0.8,263.0,23.9,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0
71.0,4.0,24.5,97.0,1.0,317.0,23.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
76.0,5.0,24.5,97.0,0.5,229.0,23.9,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0
187.0,6.0,24.5,97.0,0.1,290.0,23.9,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0
303.0,7.0,24.6,97.0,0.3,180.0,24.0,0.07,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0
827.0,8.0,25.1,97.0,0.8,490.0,24.5,0.26,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
634.0,9.0,25.6,96.0,0.6,450.0,24.9,0.41,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
581.0,10.0,26.3,91.0,0.6,749.0,24.7,0.63,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0
792.0,11.0,27.2,82.0,0.9,1093.0,23.8,0.93,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
964.0,12.0,28.1,73.0,2.1,1326.0,22.7,0.87,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
991.0,13.0,28.7,69.0,2.6,1546.0,22.4,1.02,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1052.0,14.0,29.2,67.0,2.8,1725.0,22.4,1.13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1106.0,15.0,29.4,68.0,2.3,1525.0,22.8,1.29,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1344.0,16.0,28.7,70.0,3.2,1586.0,22.6,0.73,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1923.0,17.0,28.7,71.0,2.9,1666.0,22.9,0.71,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
542.0,18.0,28.4,75.0,2.4,1564.0,23.5,0.52,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2328.0,19.0,28.2,72.0,1.6,1745.0,22.6,0.13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2048.0,20.0,27.7,76.0,1.8,1727.0,23.0,0.04,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1936.0,21.0,27.3,78.0,1.2,1606.0,23.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1870.0,22.0,27.1,79.0,1.2,1578.0,23.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1298.0,23.0,26.9,79.0,0.1,1541.0,22.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
938.0,0.0,26.7,79.0,0.9,1590.0,22.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
787.0,1.0,26.6,80.0,0.0,1485.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
517.0,2.0,26.3,84.0,0.3,1361.0,23.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
322.0,3.0,26.2,83.0,0.3,1294.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
159.0,4.0,26.1,85.0,0.6,1081.0,23.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
231.0,5.0,25.9,91.0,0.4,872.0,24.3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0
593.0,6.0,25.6,93.0,1.1,852.0,24.3,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1279.0,7.0,25.9,87.0,1.7,834.0,23.5,0.26,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1811.0,8.0,26.3,84.0,2.1,973.0,23.3,0.48,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
982.0,9.0,26.5,82.0,2.7,815.0,23.1,0.57,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
746.0,10.0,26.7,88.0,1.6,802.0,24.5,0.89,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0
805.0,11.0,27.4,78.0,2.3,1164.0,23.2,1.11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
991.0,12.0,27.4,80.0,2.7,1083.0,23.6,0.97,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
959.0,13.0,27.7,76.0,2.6,1258.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
976.0,14.0,27.8,76.0,3.1,1517.0,23.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1163.0,15.0,28.0,76.0,2.3,1437.0,23.3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1296.0,16.0,28.1,74.0,2.8,1559.0,23.0,1.06,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1915.0,17.0,27.9,75.0,2.5,1643.0,23.0,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
542.0,18.0,27.5,77.0,2.1,1897.0,23.0,0.46,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2313.0,19.0,27.4,78.0,1.1,1899.0,23.2,0.27,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2214.0,20.0,26.9,80.0,1.5,1806.0,23.1,0.09,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2115.0,21.0,26.3,81.0,0.8,1910.0,22.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1945.0,22.0,25.9,83.0,0.6,1827.0,22.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1355.0,23.0,25.5,84.0,0.8,1906.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1006.0,0.0,25.1,87.0,0.4,1800.0,22.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
760.0,1.0,24.8,89.0,0.9,1555.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
600.0,2.0,24.9,86.0,1.3,1469.0,22.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
377.0,3.0,24.9,86.0,2.0,1079.0,22.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
241.0,4.0,24.8,86.0,2.1,1103.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
301.0,5.0,24.8,84.0,1.4,1303.0,21.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
665.0,6.0,24.8,84.0,1.1,1426.0,21.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1321.0,7.0,25.0,83.0,1.0,1350.0,21.9,0.13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2114.0,8.0,25.5,80.0,1.8,1402.0,21.7,0.37,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1240.0,9.0,26.6,73.0,2.2,1147.0,21.3,1.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
836.0,10.0,27.4,70.0,2.4,1335.0,21.4,1.28,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
887.0,11.0,27.5,70.0,2.4,1719.0,21.5,1.07,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1013.0,12.0,28.3,68.0,1.9,1546.0,21.8,1.35,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1046.0,13.0,28.9,68.0,2.8,1934.0,22.3,1.55,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
999.0,14.0,29.5,62.0,2.7,1941.0,21.4,1.79,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1094.0,15.0,30.2,62.0,2.4,1806.0,22.1,1.91,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1291.0,16.0,30.0,67.0,2.0,1698.0,23.1,1.46,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1782.0,17.0,30.1,65.0,1.8,1923.0,22.7,1.36,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
542.0,18.0,30.8,60.0,2.5,1793.0,22.1,1.43,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2320.0,19.0,29.8,68.0,2.6,1749.0,23.2,0.81,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2069.0,20.0,28.2,76.0,2.2,1888.0,23.5,0.08,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1924.0,21.0,27.2,80.0,2.3,1870.0,23.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1879.0,22.0,26.7,82.0,1.3,1725.0,23.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1439.0,23.0,26.2,84.0,1.0,1646.0,23.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1169.0,0.0,25.7,85.0,0.4,1519.0,22.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1062.0,1.0,25.4,85.0,1.4,1663.0,22.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
783.0,2.0,25.3,85.0,1.7,1594.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
545.0,3.0,25.2,83.0,1.1,1835.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
307.0,4.0,25.1,82.0,1.5,1336.0,21.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
266.0,5.0,24.8,86.0,1.6,1170.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
356.0,6.0,24.6,86.0,0.4,1119.0,22.0,0.02,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
537.0,7.0,24.9,81.0,0.3,1289.0,21.4,0.24,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
787.0,8.0,26.1,74.0,0.7,1254.0,21.0,0.87,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
909.0,9.0,27.0,70.0,1.1,1393.0,21.0,1.15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
910.0,10.0,27.8,68.0,2.1,1490.0,21.3,1.29,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
945.0,11.0,29.0,65.0,2.0,1642.0,21.7,2.22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1039.0,12.0,30.2,58.0,2.3,1359.0,21.0,2.64,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1078.0,13.0,30.7,59.0,2.3,1534.0,21.7,2.67,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1038.0,14.0,30.7,59.0,2.9,1612.0,21.7,2.05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1058.0,15.0,31.1,59.0,2.3,1929.0,22.1,2.34,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1177.0,16.0,31.7,55.0,2.3,1895.0,21.5,2.16,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1433.0,17.0,31.5,53.0,3.7,1974.0,20.7,2.02,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1624.0,18.0,31.1,55.0,2.2,1897.0,20.9,1.05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1797.0,19.0,30.4,59.0,2.4,1972.0,21.4,0.69,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2023.0,20.0,29.2,63.0,1.7,1988.0,21.4,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011.0,21.0,28.2,64.0,2.8,2000.0,20.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1682.0,22.0,27.6,70.0,2.7,1994.0,21.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1278.0,23.0,26.6,80.0,2.0,1527.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1143.0,0.0,26.0,82.0,1.9,1674.0,22.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
868.0,1.0,25.5,83.0,2.3,1576.0,22.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
632.0,2.0,25.1,85.0,1.1,1379.0,22.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
443.0,3.0,24.8,86.0,0.2,1354.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
278.0,4.0,24.6,86.0,0.1,1358.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
223.0,5.0,24.5,85.0,0.7,1345.0,21.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
292.0,6.0,24.8,83.0,0.2,1534.0,21.7,0.02,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
402.0,7.0,25.2,80.0,0.2,1551.0,21.4,0.18,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
613.0,8.0,26.2,75.0,0.9,1560.0,21.4,0.77,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
715.0,9.0,27.0,71.0,1.0,1518.0,21.2,0.97,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
701.0,10.0,28.5,66.0,1.7,1319.0,21.5,1.83,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
712.0,11.0,28.7,64.0,1.3,1332.0,21.2,1.53,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
803.0,12.0,30.1,58.0,1.6,1491.0,20.9,2.15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
810.0,13.0,31.4,53.0,3.2,1695.0,20.6,3.28,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
822.0,14.0,32.4,50.0,2.0,1735.0,20.6,3.13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
946.0,15.0,32.9,49.0,2.6,1631.0,20.7,2.81,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1125.0,16.0,32.8,52.0,3.0,1803.0,21.6,2.28,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1247.0,17.0,32.7,52.0,3.0,1872.0,21.5,1.96,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1466.0,18.0,32.2,55.0,2.4,1769.0,22.0,1.28,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1847.0,19.0,31.2,62.0,2.1,1852.0,23.0,0.63,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2058.0,20.0,29.2,72.0,2.1,1932.0,23.6,0.09,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1924.0,21.0,28.1,74.0,3.1,1840.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1607.0,22.0,27.5,77.0,0.9,1778.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1113.0,23.0,27.0,78.0,1.6,1609.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
732.0,0.0,26.5,81.0,0.9,1650.0,22.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
498.0,1.0,25.9,83.0,1.3,1520.0,22.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
469.0,2.0,25.4,84.0,0.6,1340.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
276.0,3.0,25.1,85.0,0.7,1507.0,22.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
211.0,4.0,24.6,84.0,0.7,1373.0,21.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
324.0,5.0,24.3,85.0,1.0,1496.0,21.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
703.0,6.0,24.0,85.0,0.9,1569.0,21.3,0.02,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1344.0,7.0,24.5,73.0,0.9,1901.0,19.3,0.36,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1935.0,8.0,26.4,69.0,0.5,1559.0,20.2,1.09,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1014.0,9.0,28.0,64.0,1.0,1682.0,20.5,1.35,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
678.0,10.0,29.8,54.0,1.8,1737.0,19.4,2.34,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
688.0,11.0,31.5,51.0,2.1,1498.0,20.1,2.83,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
719.0,12.0,32.4,49.0,2.0,1844.0,20.3,3.09,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
727.0,13.0,33.0,51.0,2.5,1100.0,21.5,3.09,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
691.0,14.0,33.7,45.0,2.5,1843.0,20.1,3.23,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
745.0,15.0,33.4,44.0,3.1,1928.0,19.4,2.95,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
818.0,16.0,33.3,46.0,3.1,1914.0,20.1,2.51,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1425.0,17.0,33.0,46.0,3.1,1926.0,19.8,1.89,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
542.0,18.0,32.3,47.0,3.0,1961.0,19.5,1.26,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2368.0,19.0,31.2,52.0,2.4,1990.0,20.1,0.57,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2362.0,20.0,29.3,58.0,2.4,2000.0,20.1,0.09,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2241.0,21.0,28.0,64.0,1.5,2000.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1934.0,22.0,27.2,69.0,1.7,2000.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1285.0,23.0,26.6,75.0,1.5,1996.0,21.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1003.0,0.0,26.4,76.0,1.2,2000.0,21.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
692.0,1.0,25.8,78.0,0.4,2000.0,21.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
497.0,2.0,25.3,78.0,1.0,2000.0,21.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
372.0,3.0,24.8,80.0,1.0,1988.0,21.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
222.0,4.0,24.4,80.0,1.0,1112.0,20.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
372.0,5.0,24.1,81.0,0.9,1646.0,20.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
713.0,6.0,24.0,81.0,0.9,1271.0,20.5,0.02,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1356.0,7.0,24.4,75.0,1.0,841.0,19.6,0.35,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1955.0,8.0,25.8,69.0,0.8,969.0,19.6,1.06,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1031.0,9.0,27.5,60.0,2.2,1252.0,19.0,1.59,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
719.0,10.0,29.2,55.0,1.6,1404.0,19.2,2.36,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
797.0,11.0,30.4,53.0,1.8,1359.0,19.7,2.74,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
803.0,12.0,30.8,57.0,2.3,940.0,21.2,2.52,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
763.0,13.0,31.1,53.0,3.2,1162.0,20.3,2.63,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
786.0,14.0,31.8,49.0,3.5,1429.0,19.7,2.93,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
878.0,15.0,31.9,51.0,3.3,1465.0,20.4,3.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1062.0,16.0,32.0,51.0,2.4,1402.0,20.5,2.55,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1591.0,17.0,31.8,52.0,2.4,1438.0,20.7,1.93,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
542.0,18.0,31.3,55.0,2.5,1550.0,21.1,1.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2326.0,19.0,30.6,57.0,1.4,1529.0,21.1,0.58,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2174.0,20.0,28.9,64.0,1.7,1567.0,21.3,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2273.0,21.0,27.9,69.0,1.9,1194.0,21.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1940.0,22.0,27.2,70.0,1.9,1110.0,21.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1340.0,23.0,26.6,76.0,1.6,936.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1002.0,0.0,26.2,79.0,0.7,850.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
741.0,1.0,25.7,80.0,0.2,805.0,21.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
526.0,2.0,25.2,82.0,0.4,791.0,21.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
